Luas lantai (m2),jenis dinding,jenis lantai,kepemilikan ftbab,sumber ir minum,sumber penerangan,bahan bakar,Banyak ART,outcome
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
61,3. Kayu/papan,7. Bambu,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
87,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,9. Air permukaan(sungai/danau/waduk/kolam/irigasi),4. Bukan listrik,10. Kayu bakar,1,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,3,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,8,Miskin
40,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
28,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
87,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
62,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
143,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
94,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
66,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
93,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,0. Tidak masak dirumah,1,Tidak miskin
90,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,0. Tidak masak dirumah,1,Tidak miskin
162,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
78,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
60,3. Kayu/papan,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
96,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
16,3. Kayu/papan,5. Kayu/papan,6. Lainnya,8. Mata air tak terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
98,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
80,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
78,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
70,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
44,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
62,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
5,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,4. Bukan listrik,10. Kayu bakar,1,Tidak miskin
55,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
50,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
36,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
42,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
91,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
180,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,8,Miskin
12,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
42,3. Kayu/papan,8. Tanah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
42,3. Kayu/papan,8. Tanah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
63,1. Tembok,2. Keramik,6. Lainnya,2. Air isi ulang,2.Listrik PLN tanpa meteran,7. Minyak tanah,1,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
40,2. Plesteran anyaman bambu/kawat,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
30,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
12,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,2. Air isi ulang,2.Listrik PLN tanpa meteran,"2. Elpiji 5,5 kg/blue gas",2,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
48,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,7. Minyak tanah,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
63,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
54,1. Tembok,2. Keramik,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
42,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
32,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
48,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
60,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
63,1. Tembok,8. Tanah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
30,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
48,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
91,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
50,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
40,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
90,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,1. Tembok,8. Tanah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
84,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
120,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,10,Miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
154,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
63,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
54,1. Tembok,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
360,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
63,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
84,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
90,1. Tembok,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
160,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
96,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
153,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
180,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
20,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
98,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
20,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,1,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,2.Listrik PLN tanpa meteran,7. Minyak tanah,2,Tidak miskin
98,1. Tembok,2. Keramik,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,10,Miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
56,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
36,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
32,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Miskin
35,1. Tembok,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Miskin
66,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Miskin
35,1. Tembok,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
63,1. Tembok,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
90,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
54,1. Tembok,1. Marmer/granit,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
150,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,6. Sumur tak terlindung,4. Bukan listrik,10. Kayu bakar,7,Miskin
36,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,5,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
232,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,8,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,4. Bukan listrik,4. Elpiji 3 kg,1,Tidak miskin
136,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,3. Listrik non PLN,4. Elpiji 3 kg,6,Tidak miskin
45,3. Kayu/papan,5. Kayu/papan,6. Lainnya,4. Sumur bor/pompa,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,6. Lainnya,4. Sumur bor/pompa,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
184,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,3. Listrik non PLN,4. Elpiji 3 kg,5,Tidak miskin
86,3. Kayu/papan,5. Kayu/papan,6. Lainnya,4. Sumur bor/pompa,3. Listrik non PLN,4. Elpiji 3 kg,6,Miskin
66,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,3. Listrik non PLN,4. Elpiji 3 kg,4,Tidak miskin
96,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,4. Elpiji 3 kg,7,Miskin
88,3. Kayu/papan,5. Kayu/papan,6. Lainnya,2. Air isi ulang,3. Listrik non PLN,4. Elpiji 3 kg,11,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,3. Listrik non PLN,10. Kayu bakar,5,Miskin
117,3. Kayu/papan,5. Kayu/papan,6. Lainnya,9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,4. Elpiji 3 kg,6,Tidak miskin
47,3. Kayu/papan,5. Kayu/papan,6. Lainnya,9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,10. Kayu bakar,3,Tidak miskin
128,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,4. Elpiji 3 kg,7,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,6. Lainnya,9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,10. Kayu bakar,2,Tidak miskin
45,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,4. Elpiji 3 kg,3,Tidak miskin
100,3. Kayu/papan,5. Kayu/papan,6. Lainnya,9. Air permukaan(sungai/danau/waduk/kolam/irigasi),3. Listrik non PLN,4. Elpiji 3 kg,3,Tidak miskin
